quadra,lote,area_m2,valor_total,entrada_12x,parcela_12x_prefix,entrada_24x,parcela_24x_prefix,entrada_36x,parcela_36x_price_ipca,entrada_48x,parcela_48x_price_ipca,entrada_120x,parcela_120x_price_ipca,entrada_180x,parcela_180x_price_ipca
8,10,312.0,390000.0,39000.0,29250.0,58500.0,13813.0,39000.0,9750.0,39000.0,8243.0,39000.0,4677.0,39000.0,3998.0
8,11,323.65,404562.5,40456.0,30342.0,60684.0,14328.0,40456.0,10114.0,40456.0,8551.0,40456.0,4852.0,40456.0,4148.0
8,12,326.04,407550.0,40755.0,30566.0,61133.0,14434.0,40755.0,10189.0,40755.0,8614.0,40755.0,4888.0,40755.0,4178.0
8,13,326.09,407612.5,40761.0,30571.0,61142.0,14436.0,40761.0,10190.0,40761.0,8616.0,40761.0,4889.0,40761.0,4179.0
8,14,323.53,404412.5,40441.0,30331.0,60662.0,14323.0,40441.0,10110.0,40441.0,8548.0,40441.0,4850.0,40441.0,4146.0
8,15,312.0,390000.0,39000.0,29250.0,58500.0,13813.0,39000.0,9750.0,39000.0,8243.0,39000.0,4677.0,39000.0,3998.0
8,16,299.0,373750.0,37375.0,28031.0,56063.0,13237.0,37375.0,9344.0,37375.0,7900.0,37375.0,4483.0,37375.0,3832.0
8,17,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
8,18,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
8,19,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
8,20,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
8,21,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
8,22,260.0,325000.0,32500.0,24375.0,48750.0,11510.0,32500.0,8125.0,32500.0,6869.0,32500.0,3898.0,32500.0,3332.0
